sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00661,user_09,23,男性,学生,学习专注,2026-05-22,22:06,22,周五,工作日,深夜,酒店,静止,静息,58,稳定,456,一般,0,14,20,晴,5,暗光,33,安静,家用音响,wifi,,,,,冥想App打开,991,发起导航,,,0.366,False,,瑜伽/冥想,冥想,16,0.92,"周五 深夜 22:06，地点类型=酒店，运动状态=静止，心率=静息(58bpm,稳定)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=冥想App打开"
s00511,user_24,27,女性,女性,情绪和身体舒缓,2026-04-29,21:56,21,周三,工作日,晚上,酒店,静止,波动,142,下降,442,一般,33,12,69,晴,202,室内柔光,41,安静,家用音响,wifi,休息,2026-04-29 21:56,酒店,休息,健康App经期记录,1462,无,,,0.737,False,,人群专属,经期舒缓,12,0.92,"周三 晚上 21:56，地点类型=酒店，运动状态=静止，心率=波动(142bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00652,user_01,22,男性,任意,日常音乐推荐,2026-05-09,22:29,22,周六,周末,深夜,公园,静止,静息,67,下降,484,一般,28,10,38,阴,9,暗光,40,安静,家用音响,蜂窝数据,冥想,2026-05-09 22:29,公园,冥想,健康App呼吸训练,1846,继续播放,,,0.621,False,,瑜伽/冥想,冥想,16,0.92,"周六 深夜 22:29，地点类型=公园，运动状态=静止，心率=静息(67bpm,下降)，天气=阴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=冥想，后续事件=健康App呼吸训练"
s00187,user_19,43,男性,任意,日常音乐推荐,2026-05-23,16:50,16,周六,周末,下午,酒店,静止,波动,86,稳定,536,一般,29,22,47,晴,20,暗光,32,安静,耳机,蜂窝数据,,,,,游戏App前台,4996,无,,,0.943,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,"周六 下午 16:50，地点类型=酒店，运动状态=静止，心率=波动(86bpm,稳定)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=游戏App前台"
s00025,user_13,34,女性,女性,情绪和身体舒缓,2026-05-14,19:36,19,周四,工作日,晚上,酒店,静止,稍高,93,下降,473,好,5,21,69,多云,128,室内柔光,49,普通,家用音响,蜂窝数据,无安排,2026-05-14 19:36,酒店,无安排,短视频退出后停留,24,发起导航,健身,放松,0.739,False,,放松/减压/深夜EMO,放松,0,0.82,"周四 晚上 19:36，地点类型=酒店，运动状态=静止，心率=稍高(93bpm,下降)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，日历=无安排，后续事件=短视频退出后停留"
s00426,user_05,33,女性,女性,情绪和身体舒缓,2026-05-06,19:44,19,周三,工作日,晚上,公园,慢速,静息,75,稳定,229,差,0,17,360,大雪,291,室内柔光,50,普通,家用音响,wifi,产检,2026-05-06 19:44,公园,产检,孕期App打开,1888,切歌,,,0.34,False,,人群专属,胎教,10,0.92,"周三 晚上 19:44，地点类型=公园，运动状态=慢速，心率=静息(75bpm,稳定)，天气=大雪，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，日历=产检，后续事件=孕期App打开"
s00169,user_10,22,男性,学生,学习专注,2026-04-23,20:24,20,周四,工作日,晚上,住宅区,静止,波动,131,波动,453,好,7,13,16,晴,36,暗光,56,普通,耳机,wifi,休息,2026-04-23 20:24,住宅区,休息,游戏App前台,2368,发起导航,,,0.845,False,,游戏,游戏,4,0.92,"周四 晚上 20:24，地点类型=住宅区，运动状态=静止，心率=波动(131bpm,波动)，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，日历=休息，后续事件=游戏App前台"
s00105,user_09,38,女性,女性,情绪和身体舒缓,2026-05-02,20:15,20,周六,周末,晚上,商场,高速,高,147,下降,299,一般,83,17,1224,多云,630,明亮,80,嘈杂,耳机,蜂窝数据（弱）,力量训练,2026-05-02 20:15,商场,力量训练,健身记录开始,2045,切歌,,,0.314,False,,健身/跑步,健身,2,0.92,"周六 晚上 20:15，地点类型=商场，运动状态=高速，心率=高(147bpm,下降)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据（弱），日历=力量训练，后续事件=健身记录开始"
s00311,user_07,27,女性,母婴用户,家庭睡眠照护,2026-05-04,01:40,1,周一,工作日,凌晨,住宅区,静止,静息,58,上升,431,好,28,12,66,晴,19,暗光,35,安静,家用音响,飞行模式,,,,,屏幕熄灭后持续播放,9340,发起导航,,,0.77,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周一 凌晨 01:40，地点类型=住宅区，运动状态=静止，心率=静息(58bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=飞行模式，后续事件=屏幕熄灭后持续播放"
s00607,user_06,28,男性,母婴用户,家庭睡眠照护,2026-05-02,06:42,6,周六,周末,早晨,商场,静止,静息,65,稳定,538,一般,94,17,8,多云,554,明亮,29,安静,家用音响,蜂窝数据,瑜伽课,2026-05-02 06:42,商场,瑜伽课,健身App瑜伽课程,3741,切歌,,,0.646,False,,瑜伽/冥想,瑜伽,15,0.92,"周六 早晨 06:42，地点类型=商场，运动状态=静止，心率=静息(65bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=瑜伽课，后续事件=健身App瑜伽课程"
s00591,user_13,26,女性,母婴用户,家庭睡眠照护,2026-05-24,19:18,19,周日,周末,晚上,公园,高速,高,162,上升,553,好,31,12,1955,晴,1187,明亮,54,普通,耳机,蜂窝数据,训练,2026-05-24 19:18,公园,训练,运动记录开始,1309,无,,,0.427,False,,健身/跑步,跑步,14,0.92,"周日 晚上 19:18，地点类型=公园，运动状态=高速，心率=高(162bpm,上升)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=训练，后续事件=运动记录开始"
s00308,user_16,32,男性,母婴用户,家庭睡眠照护,2026-04-22,00:48,0,周三,工作日,凌晨,住宅区,静止,静息,78,稳定,488,好,23,22,20,小雨,45,暗光,38,安静,家用音响,无网络,,,,,睡眠记录开始,4385,切歌,,,0.448,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周三 凌晨 00:48，地点类型=住宅区，运动状态=静止，心率=静息(78bpm,稳定)，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=无网络，后续事件=睡眠记录开始"
s00557,user_08,29,男性,养宠物,陪伴和放松,2026-05-11,12:52,12,周一,工作日,中午,住宅区,静止,静息,77,稳定,460,差,15,22,79,多云,322,室内柔光,47,普通,家用音响,wifi,,,,,屏幕熄灭后持续播放,4568,收藏,,,0.332,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周一 中午 12:52，地点类型=住宅区，运动状态=静止，心率=静息(77bpm,稳定)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，后续事件=屏幕熄灭后持续播放"
s00620,user_20,28,女性,女性,情绪和身体舒缓,2026-05-18,20:12,20,周一,工作日,晚上,商场,慢速,稍高,111,上升,410,一般,37,12,262,晴,301,室内柔光,44,安静,家用音响,wifi,拉伸,2026-05-18 20:12,商场,拉伸,健身App瑜伽课程,115,收藏,胎教,瑜伽,0.669,False,,瑜伽/冥想,瑜伽,15,0.82,"周一 晚上 20:12，地点类型=商场，运动状态=慢速，心率=稍高(111bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=拉伸，后续事件=健身App瑜伽课程"
s00221,user_17,31,女性,女性,情绪和身体舒缓,2026-05-23,10:08,10,周六,周末,上午,住宅区,静止,静息,55,上升,252,差,21,17,61,多云,65,室内柔光,33,安静,耳机,wifi,项目截止,2026-05-23 10:08,住宅区,项目截止,番茄钟开始,5103,调低音量,,,0.536,False,,图书馆/专注/阅读,专注,5,0.92,"周六 上午 10:08，地点类型=住宅区，运动状态=静止，心率=静息(55bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=番茄钟开始"
s00082,user_06,23,女性,女性,情绪和身体舒缓,2026-05-13,19:18,19,周三,工作日,晚上,商场,高速,高,147,下降,450,差,44,18,2246,小雨,1175,明亮,80,嘈杂,耳机,wifi,健身课,2026-05-13 19:18,商场,健身课,健身记录开始,3071,收藏,,,0.503,False,,健身/跑步,健身,2,0.92,"周三 晚上 19:18，地点类型=商场，运动状态=高速，心率=高(147bpm,下降)，天气=小雨，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00441,user_16,28,男性,养宠物,陪伴和放松,2026-05-01,20:13,20,周五,工作日,晚上,户外,慢速,静息,59,波动,344,差,6,13,398,阴,529,明亮,46,普通,家用音响,wifi,,,,,宠物App打开,2654,无,,,0.851,False,,人群专属,宠物陪伴,11,0.92,"周五 晚上 20:13，地点类型=户外，运动状态=慢速，心率=静息(59bpm,波动)，天气=阴，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，后续事件=宠物App打开"
s00012,user_22,21,男性,养宠物,陪伴和放松,2026-04-23,19:58,19,周四,工作日,晚上,住宅区,静止,稍高,90,下降,429,一般,27,11,42,多云,68,室内柔光,56,普通,耳机,蜂窝数据,无安排,2026-04-23 19:58,住宅区,无安排,短视频退出后停留,1319,收藏,,,0.331,False,,放松/减压/深夜EMO,放松,0,0.92,"周四 晚上 19:58，地点类型=住宅区，运动状态=静止，心率=稍高(90bpm,下降)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=无安排，后续事件=短视频退出后停留"
s00333,user_15,29,男性,母婴用户,家庭睡眠照护,2026-05-21,22:52,22,周四,工作日,深夜,酒店,静止,稍高,79,波动,476,一般,2,16,65,多云,21,暗光,61,普通,耳机,wifi,考试,2026-05-21 22:52,酒店,考试,健康App呼吸训练,1915,继续播放,,,0.251,False,,放松/减压/深夜EMO,减压,8,0.92,"周四 深夜 22:52，地点类型=酒店，运动状态=静止，心率=稍高(79bpm,波动)，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，日历=考试，后续事件=健康App呼吸训练"
s00550,user_08,32,女性,女性,情绪和身体舒缓,2026-05-10,12:01,12,周日,周末,中午,写字楼,静止,静息,64,上升,255,差,35,20,26,多云,82,室内柔光,32,安静,耳机,wifi,,,,,屏幕熄灭后持续播放,4051,收藏,,,0.846,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周日 中午 12:01，地点类型=写字楼，运动状态=静止，心率=静息(64bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=屏幕熄灭后持续播放"
s00038,user_19,38,女性,女性,情绪和身体舒缓,2026-05-10,20:32,20,周日,周末,晚上,住宅区,慢速,静息,57,波动,367,差,19,14,556,晴,19,暗光,28,安静,耳机,wifi,休息,2026-05-10 20:32,住宅区,休息,音乐App主动播放,1488,调低音量,,,0.611,True,弱冲突样本，用于鲁棒性评测,放松/减压/深夜EMO,放松,0,0.74,"周日 晚上 20:32，地点类型=住宅区，运动状态=慢速，心率=静息(57bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=休息，后续事件=音乐App主动播放"
s00671,user_03,31,男性,养宠物,陪伴和放松,2026-04-25,21:13,21,周六,周末,晚上,公园,静止,静息,68,波动,483,一般,3,17,12,多云,3,暗光,40,安静,耳机,蜂窝数据,冥想,2026-04-25 21:13,公园,冥想,健康App呼吸训练,2349,调低音量,,,0.848,False,,瑜伽/冥想,冥想,16,0.92,"周六 晚上 21:13，地点类型=公园，运动状态=静止，心率=静息(68bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=冥想，后续事件=健康App呼吸训练"
s00496,user_06,37,女性,女性,情绪和身体舒缓,2026-05-03,21:46,21,周日,周末,晚上,酒店,静止,稍高,92,波动,459,一般,7,16,48,晴,5,暗光,42,安静,家用音响,wifi,休息,2026-05-03 21:46,酒店,休息,健康App经期记录,5121,调低音量,,,0.88,False,,人群专属,经期舒缓,12,0.92,"周日 晚上 21:46，地点类型=酒店，运动状态=静止，心率=稍高(92bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00488,user_23,28,女性,女性,情绪和身体舒缓,2026-04-24,22:30,22,周五,工作日,深夜,酒店,静止,稍高,93,下降,472,一般,8,20,25,小雨,36,暗光,29,安静,家用音响,wifi,休息,2026-04-24 22:30,酒店,休息,健康App经期记录,1122,切歌,,,0.934,False,,人群专属,经期舒缓,12,0.92,"周五 深夜 22:30，地点类型=酒店，运动状态=静止，心率=稍高(93bpm,下降)，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00061,user_09,28,女性,女性,情绪和身体舒缓,2026-05-14,10:34,10,周四,工作日,上午,图书馆,静止,静息,63,下降,404,一般,8,19,5,晴,724,明亮,30,安静,耳机,wifi,复习,2026-05-14 10:34,图书馆,复习,学习App打开,1320,收藏,,,0.522,False,,图书馆/专注/阅读,图书馆,1,0.87,"周四 上午 10:34，地点类型=图书馆，运动状态=静止，心率=静息(63bpm,下降)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=复习，后续事件=学习App打开"
s00687,user_16,18,男性,学生,学习专注,2026-05-16,23:51,23,周六,周末,深夜,住宅区,静止,波动,106,波动,332,差,28,14,12,多云,1,暗光,45,安静,耳机,蜂窝数据,失眠,2026-05-16 23:51,住宅区,失眠,社交App深夜停留,4400,收藏,,,0.275,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周六 深夜 23:51，地点类型=住宅区，运动状态=静止，心率=波动(106bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=失眠，后续事件=社交App深夜停留"
s00382,user_19,28,男性,母婴用户,家庭睡眠照护,2026-05-19,01:48,1,周二,工作日,凌晨,酒店,慢速,稍高,104,上升,416,一般,4,22,518,晴,239,室内柔光,32,安静,家用音响,wifi,哄睡,2026-05-19 01:48,酒店,哄睡,白噪音App打开,3565,切歌,,,0.731,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周二 凌晨 01:48，地点类型=酒店，运动状态=慢速，心率=稍高(104bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=哄睡，后续事件=白噪音App打开"
s00639,user_07,22,女性,学生,学习专注,2026-05-13,06:59,6,周三,工作日,早晨,公园,慢速,静息,57,下降,224,一般,61,10,123,阴,245,室内柔光,38,安静,家用音响,蜂窝数据,拉伸,2026-05-13 06:59,公园,拉伸,健身App瑜伽课程,2194,切歌,,,0.571,False,,瑜伽/冥想,瑜伽,15,0.92,"周三 早晨 06:59，地点类型=公园，运动状态=慢速，心率=静息(57bpm,下降)，天气=阴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=拉伸，后续事件=健身App瑜伽课程"
s00569,user_08,23,男性,养宠物,陪伴和放松,2026-05-14,08:06,8,周四,工作日,早晨,公园,高速,波动,90,下降,355,一般,27,12,1605,多云,2181,强光,79,嘈杂,耳机,蜂窝数据,训练,2026-05-14 08:06,公园,训练,运动记录开始,3124,发起导航,,,0.411,False,,健身/跑步,跑步,14,0.92,"周四 早晨 08:06，地点类型=公园，运动状态=高速，心率=波动(90bpm,下降)，天气=多云，光线=强光，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=训练，后续事件=运动记录开始"
s00408,user_16,32,女性,女性,情绪和身体舒缓,2026-05-04,10:31,10,周一,工作日,上午,酒店,静止,稍高,97,上升,560,差,25,16,6,多云,611,明亮,46,普通,家用音响,wifi,胎教,2026-05-04 10:31,酒店,胎教,孕期App打开,1845,继续播放,,,0.684,False,,人群专属,胎教,10,0.92,"周一 上午 10:31，地点类型=酒店，运动状态=静止，心率=稍高(97bpm,上升)，天气=多云，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00079,user_09,26,女性,养宠物,陪伴和放松,2026-05-23,17:51,17,周六,周末,下午,图书馆,静止,静息,75,稳定,479,差,25,11,21,多云,84,室内柔光,38,安静,耳机,wifi,自习,2026-05-23 17:51,图书馆,自习,电子书App打开,95,收藏,健身,图书馆,0.724,False,,图书馆/专注/阅读,图书馆,1,0.77,"周六 下午 17:51，地点类型=图书馆，运动状态=静止，心率=静息(75bpm,稳定)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=自习，后续事件=电子书App打开"
s00668,user_01,32,男性,任意,日常音乐推荐,2026-05-11,22:08,22,周一,工作日,深夜,住宅区,静止,静息,77,上升,348,一般,11,14,48,小雨,54,室内柔光,41,安静,耳机,wifi,冥想,2026-05-11 22:08,住宅区,冥想,健康App呼吸训练,941,收藏,,,0.799,False,,瑜伽/冥想,冥想,16,0.92,"周一 深夜 22:08，地点类型=住宅区，运动状态=静止，心率=静息(77bpm,上升)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=冥想，后续事件=健康App呼吸训练"
s00680,user_15,33,女性,母婴用户,家庭睡眠照护,2026-04-29,21:21,21,周三,工作日,晚上,公园,静止,静息,74,上升,323,一般,5,12,76,晴,40,暗光,37,安静,家用音响,wifi,冥想,2026-04-29 21:21,公园,冥想,健康App呼吸训练,1801,发起导航,,,0.77,False,,瑜伽/冥想,冥想,16,0.92,"周三 晚上 21:21，地点类型=公园，运动状态=静止，心率=静息(74bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=冥想，后续事件=健康App呼吸训练"
s00128,user_10,35,女性,女性,情绪和身体舒缓,2026-04-25,07:32,7,周六,周末,早晨,地铁站,中速,静息,57,上升,403,好,31,18,704,晴,117,室内柔光,66,普通,车载蓝牙,蜂窝数据（弱）,出差,2026-04-25 07:32,地铁站,出差,打车App打开,3508,发起导航,,,0.751,False,,通勤,通勤,3,0.92,"周六 早晨 07:32，地点类型=地铁站，运动状态=中速，心率=静息(57bpm,上升)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据（弱），日历=出差，后续事件=打车App打开"
s00460,user_02,24,男性,养宠物,陪伴和放松,2026-05-16,07:50,7,周六,周末,早晨,住宅区,静止,稍高,83,稳定,250,好,5,20,2,多云,630,明亮,61,普通,家用音响,wifi,遛宠,2026-05-16 07:50,住宅区,遛宠,音乐App主动播放,2348,切歌,,,0.31,False,,人群专属,宠物陪伴,11,0.92,"周六 早晨 07:50，地点类型=住宅区，运动状态=静止，心率=稍高(83bpm,稳定)，天气=多云，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，日历=遛宠，后续事件=音乐App主动播放"
s00136,user_22,26,女性,母婴用户,家庭睡眠照护,2026-05-20,07:32,7,周三,工作日,早晨,地铁站,中速,静息,78,上升,299,差,13,17,1158,晴,194,室内柔光,64,普通,车载蓝牙,蜂窝数据（弱）,会议,2026-05-20 07:32,地铁站,会议,打车App打开,610,发起导航,,,0.816,False,,通勤,通勤,3,0.92,"周三 早晨 07:32，地点类型=地铁站，运动状态=中速，心率=静息(78bpm,上升)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据（弱），日历=会议，后续事件=打车App打开"
s00108,user_18,35,女性,女性,情绪和身体舒缓,2026-04-22,07:35,7,周三,工作日,早晨,商场,高速,高,136,上升,262,好,3,20,1133,晴,643,明亮,59,普通,耳机,蜂窝数据（弱）,力量训练,2026-04-22 07:35,商场,力量训练,健身记录开始,1744,发起导航,,,0.311,False,,健身/跑步,健身,2,0.92,"周三 早晨 07:35，地点类型=商场，运动状态=高速，心率=高(136bpm,上升)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据（弱），日历=力量训练，后续事件=健身记录开始"
s00593,user_12,27,男性,养宠物,陪伴和放松,2026-05-19,18:39,18,周二,工作日,晚上,户外,高速,高,142,下降,433,好,89,20,1618,晴,667,明亮,48,普通,耳机,wifi,训练,2026-05-19 18:39,户外,训练,运动记录开始,5354,收藏,,,0.327,False,,健身/跑步,跑步,14,0.92,"周二 晚上 18:39，地点类型=户外，运动状态=高速，心率=高(142bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=训练，后续事件=运动记录开始"
s00262,user_10,28,男性,母婴用户,家庭睡眠照护,2026-05-04,16:58,16,周一,工作日,下午,住宅区,静止,静息,76,波动,290,差,8,20,10,多云,114,室内柔光,36,安静,家用音响,蜂窝数据,,,,,电子书App打开,4955,发起导航,,,0.516,False,,图书馆/专注/阅读,阅读,6,0.92,"周一 下午 16:58，地点类型=住宅区，运动状态=静止，心率=静息(76bpm,波动)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，后续事件=电子书App打开"
s00443,user_11,31,男性,养宠物,陪伴和放松,2026-05-01,08:42,8,周五,工作日,早晨,住宅区,慢速,静息,69,上升,316,差,28,15,553,小雨,153,室内柔光,38,安静,耳机,wifi,,,,,宠物App打开,3108,无,,,0.251,False,,人群专属,宠物陪伴,11,0.92,"周五 早晨 08:42，地点类型=住宅区，运动状态=慢速，心率=静息(69bpm,上升)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=宠物App打开"
s00688,user_13,28,女性,任意,日常音乐推荐,2026-04-29,02:21,2,周三,工作日,凌晨,住宅区,静止,波动,136,上升,397,一般,16,10,60,多云,19,暗光,45,安静,耳机,wifi,失眠,2026-04-29 02:21,住宅区,失眠,音乐App主动播放,2586,无,,,0.627,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周三 凌晨 02:21，地点类型=住宅区，运动状态=静止，心率=波动(136bpm,上升)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=音乐App主动播放"
s00544,user_08,31,男性,养宠物,陪伴和放松,2026-05-22,12:42,12,周五,工作日,中午,酒店,静止,静息,63,稳定,329,一般,31,19,52,多云,23,暗光,68,普通,耳机,wifi,午休,2026-05-22 12:42,酒店,午休,屏幕熄灭后持续播放,5273,切歌,,,0.554,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周五 中午 12:42，地点类型=酒店，运动状态=静止，心率=静息(63bpm,稳定)，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，日历=午休，后续事件=屏幕熄灭后持续播放"
s00148,user_23,22,男性,学生,学习专注,2026-05-07,07:21,7,周四,工作日,早晨,高铁站,中速,稍高,97,上升,345,差,22,16,924,晴,1179,明亮,90,嘈杂,耳机,蜂窝数据,出差,2026-05-07 07:21,高铁站,出差,打车App打开,2407,收藏,,,0.684,True,弱冲突样本，用于鲁棒性评测,通勤,通勤,3,0.74,"周四 早晨 07:21，地点类型=高铁站，运动状态=中速，心率=稍高(97bpm,上升)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=出差，后续事件=打车App打开"
s00184,user_17,26,女性,养宠物,陪伴和放松,2026-04-27,13:01,13,周一,工作日,中午,住宅区,静止,稍高,82,下降,363,好,24,19,25,小雨,36,暗光,50,普通,耳机,wifi,,,,,游戏App前台,2052,调低音量,,,0.646,False,,游戏,游戏,4,0.92,"周一 中午 13:01，地点类型=住宅区，运动状态=静止，心率=稍高(82bpm,下降)，天气=小雨，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00218,user_02,21,男性,学生,学习专注,2026-05-10,11:47,11,周日,周末,上午,写字楼,静止,稍高,85,稳定,427,好,3,19,78,晴,1039,明亮,44,安静,耳机,蜂窝数据,会议,2026-05-10 11:47,写字楼,会议,番茄钟开始,1817,调低音量,,,0.88,False,,图书馆/专注/阅读,专注,5,0.92,"周日 上午 11:47，地点类型=写字楼，运动状态=静止，心率=稍高(85bpm,稳定)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=会议，后续事件=番茄钟开始"
s00402,user_02,35,女性,女性,情绪和身体舒缓,2026-04-28,09:02,9,周二,工作日,上午,住宅区,慢速,静息,68,下降,318,一般,1,18,375,晴,752,明亮,52,普通,耳机,wifi,胎教,2026-04-28 09:02,住宅区,胎教,孕期App打开,2565,无,,,0.626,False,,人群专属,胎教,10,0.92,"周二 上午 09:02，地点类型=住宅区，运动状态=慢速，心率=静息(68bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00684,user_22,21,男性,学生,学习专注,2026-04-22,00:29,0,周三,工作日,凌晨,酒店,静止,稍高,88,下降,329,好,10,19,35,小雨,5,暗光,39,安静,耳机,wifi,失眠,2026-04-22 00:29,酒店,失眠,音乐App主动播放,4008,发起导航,,,0.846,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周三 凌晨 00:29，地点类型=酒店，运动状态=静止，心率=稍高(88bpm,下降)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=音乐App主动播放"
s00007,user_10,32,男性,养宠物,陪伴和放松,2026-05-24,15:12,15,周日,周末,下午,住宅区,慢速,静息,60,上升,316,差,6,12,501,多云,85,室内柔光,49,普通,家用音响,蜂窝数据,无安排,2026-05-24 15:12,住宅区,无安排,音乐App主动播放,421,收藏,,,0.264,False,,放松/减压/深夜EMO,放松,0,0.92,"周日 下午 15:12，地点类型=住宅区，运动状态=慢速，心率=静息(60bpm,上升)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，日历=无安排，后续事件=音乐App主动播放"
s00284,user_03,26,女性,女性,情绪和身体舒缓,2026-04-21,00:29,0,周二,工作日,凌晨,酒店,静止,静息,58,波动,309,一般,12,16,71,多云,50,暗光,37,安静,耳机,wifi,,,,,屏幕熄灭后持续播放,19319,切歌,,,0.684,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周二 凌晨 00:29，地点类型=酒店，运动状态=静止，心率=静息(58bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=屏幕熄灭后持续播放"
s00242,user_06,39,女性,养宠物,陪伴和放松,2026-05-01,11:37,11,周五,工作日,上午,公园,静止,静息,77,波动,535,好,15,16,75,晴,506,明亮,30,安静,耳机,蜂窝数据,,,,,电子书App打开,5070,发起导航,,,0.252,False,,图书馆/专注/阅读,阅读,6,0.92,"周五 上午 11:37，地点类型=公园，运动状态=静止，心率=静息(77bpm,波动)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=电子书App打开"
