sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text,app_event_available,calendar_available,original_place_type,place_type_available,place_type_quality,place_type_confidence,activity_state_available,heart_rate_available,heart_rate_quality,sleep_available,signal_availability_profile
s00566,user_24,36,女性,母婴用户,家庭睡眠照护,2026-04-26,19:01,19,周日,周末,晚上,公园,高速,波动,105,下降,,,10,,1861,晴,603,明亮,72,嘈杂,耳机,wifi,,,,,,4690,切歌,,,0.652,False,,健身/跑步,跑步,14,0.92,周日 晚上 19:01，地点类型=公园，运动状态=高速，心率=波动，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,海边,1,noisy_mapping,0.35,1,1,available,0,rich
s00633,user_22,34,男性,任意,日常音乐推荐,2026-04-23,07:48,7,周四,工作日,早晨,住宅区,任意,任意,,,,,,,,阴,343,室内柔光,36,安静,家用音响,wifi,,,,,,1399,无,,,0.257,False,,瑜伽/冥想,瑜伽,15,0.92,周四 早晨 07:48，地点类型=住宅区，运动状态=任意，心率=任意，天气=阴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,0,missing,0,medium
s00432,user_12,29,女性,女性,情绪和身体舒缓,2026-04-22,19:55,19,周三,工作日,晚上,公园,任意,稍高,112,上升,318,差,,17,,多云,354,明亮,30,安静,耳机,蜂窝数据,,,,,,1447,发起导航,,,0.475,False,,人群专属,胎教,10,0.92,周三 晚上 19:55，地点类型=公园，运动状态=任意，心率=稍高，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00131,user_03,30,女性,女性,情绪和身体舒缓,2026-05-03,17:25,17,周日,周末,下午,在途,中速,静息,70,上升,526,一般,0,14,506,晴,298,室内柔光,87,嘈杂,车载蓝牙,蜂窝数据,,,,,,3797,切歌,,,0.371,False,,通勤,通勤,3,0.92,周日 下午 17:25，地点类型=在途，运动状态=中速，心率=静息，天气=晴，光线=室内柔光，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，信号完整度=rich,0,0,高铁站,1,noisy_mapping,0.35,1,1,available,1,rich
s00305,user_08,21,女性,养宠物,陪伴和放松,2026-05-06,01:37,1,周三,工作日,凌晨,酒店,静止,任意,,,,,16,,27,多云,15,暗光,38,安静,耳机,wifi,,,,,,21618,收藏,,,0.518,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周三 凌晨 01:37，地点类型=酒店，运动状态=静止，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00573,user_02,25,女性,母婴用户,家庭睡眠照护,2026-05-03,06:15,6,周日,周末,早晨,公园,高速,任意,,,379,差,56,15,1319,多云,6121,强光,68,普通,耳机,蜂窝数据,,,,,,2579,收藏,,,0.66,False,,健身/跑步,跑步,14,0.92,周日 早晨 06:15，地点类型=公园，运动状态=高速，心率=任意，天气=多云，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00343,user_22,22,女性,女性,情绪和身体舒缓,2026-05-18,19:08,19,周一,工作日,晚上,住宅区,任意,任意,,,,,,,,晴,66,室内柔光,41,安静,耳机,wifi,,,,,健康App呼吸训练,651,无,,,0.406,False,,放松/减压/深夜EMO,减压,8,0.92,周一 晚上 19:08，地点类型=住宅区，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=健康App呼吸训练，信号完整度=medium,1,0,住宅区,1,exact_or_good_mapping,0.85,0,0,missing,0,medium
s00524,user_14,39,女性,任意,日常音乐推荐,2026-04-28,14:24,14,周二,工作日,下午,任意,任意,任意,,,,,,,,晴,47,暗光,49,普通,耳机,wifi,,,,,,3351,切歌,,,0.672,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周二 下午 14:24，地点类型=任意，运动状态=任意，心率=任意，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,0,noisy_mapping,0.10,0,0,missing,0,medium
s00180,user_13,21,女性,养宠物,陪伴和放松,2026-04-27,22:33,22,周一,工作日,深夜,住宅区,静止,任意,,,389,一般,16,19,36,多云,49,暗光,49,普通,耳机,wifi,,,,,游戏App前台,2202,切歌,,,0.523,False,,游戏,游戏,4,0.92,周一 深夜 22:33，地点类型=住宅区，运动状态=静止，心率=任意，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台，信号完整度=rich,1,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00568,user_24,30,女性,任意,日常音乐推荐,2026-05-24,20:42,20,周日,周末,晚上,户外,任意,任意,,,401,差,,13,,多云,4012,强光,79,嘈杂,耳机,蜂窝数据,,,,,,3550,收藏,,,0.327,False,,健身/跑步,跑步,14,0.92,周日 晚上 20:42，地点类型=户外，运动状态=任意，心率=任意，天气=多云，光线=强光，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,公园,1,noisy_mapping,0.35,0,0,missing,1,medium
s00292,user_14,18,男性,学生,学习专注,2026-05-17,23:42,23,周日,周末,深夜,任意,静止,静息,74,下降,510,差,29,16,4,小雨,37,暗光,37,安静,家用音响,wifi,,,,,屏幕熄灭后持续播放,17049,调低音量,,,0.934,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周日 深夜 23:42，地点类型=任意，运动状态=静止，心率=静息，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=屏幕熄灭后持续播放，信号完整度=rich,1,0,酒店,0,noisy_mapping,0.10,1,1,available,1,rich
s00358,user_05,24,男性,学生,学习专注,2026-04-24,21:45,21,周五,工作日,晚上,酒店,慢速,任意,,,559,一般,5,14,179,小雨,46,暗光,38,安静,耳机,wifi,项目截止,2026-04-24 21:45,酒店,项目截止,,2859,收藏,,,0.621,False,,放松/减压/深夜EMO,减压,8,0.92,周五 晚上 21:45，地点类型=酒店，运动状态=慢速，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，信号完整度=rich,0,1,酒店,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00109,user_02,34,女性,女性,情绪和身体舒缓,2026-05-19,07:03,7,周二,工作日,早晨,酒店,中速,稍高,112,下降,454,一般,20,18,1258,晴,877,明亮,60,普通,耳机,蜂窝数据,力量训练,2026-05-19 07:03,酒店,力量训练,,2432,继续播放,,,0.91,False,,健身/跑步,健身,2,0.92,周二 早晨 07:03，地点类型=酒店，运动状态=中速，心率=稍高，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=力量训练，信号完整度=rich,0,1,酒店,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00202,user_22,29,女性,养宠物,陪伴和放松,2026-04-24,16:45,16,周五,工作日,下午,住宅区,静止,静息,73,波动,,,15,,79,晴,269,室内柔光,51,普通,耳机,wifi,,,,,,4796,无,,,0.486,False,,图书馆/专注/阅读,专注,5,0.92,周五 下午 16:45，地点类型=住宅区，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,0,rich
s00637,user_23,20,男性,养宠物,陪伴和放松,2026-05-14,07:44,7,周四,工作日,早晨,酒店,慢速,任意,,,,,93,,433,晴,1084,明亮,44,安静,耳机,wifi,,,,,,166,无,减压,瑜伽,0.275,False,,瑜伽/冥想,瑜伽,15,0.82,周四 早晨 07:44，地点类型=酒店，运动状态=慢速，心率=任意，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,1,noisy_mapping,0.35,1,0,missing,0,medium
s00171,user_13,32,男性,母婴用户,家庭睡眠照护,2026-05-13,21:02,21,周三,工作日,晚上,酒店,静止,波动,118,下降,342,差,23,11,34,晴,128,室内柔光,37,安静,耳机,wifi,,,,,,6509,无,,,0.432,False,,游戏,游戏,4,0.92,周三 晚上 21:02，地点类型=酒店，运动状态=静止，心率=波动，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00461,user_16,20,女性,养宠物,陪伴和放松,2026-05-15,07:59,7,周五,工作日,早晨,住宅区,任意,任意,,,515,差,,13,,阴,934,明亮,58,普通,家用音响,蜂窝数据,,,,,,2074,继续播放,,,0.404,False,,人群专属,宠物陪伴,11,0.92,周五 早晨 07:59，地点类型=住宅区，运动状态=任意，心率=任意，天气=阴，光线=明亮，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，信号完整度=medium,0,0,公园,1,noisy_mapping,0.35,0,0,missing,1,medium
s00403,user_22,22,女性,女性,情绪和身体舒缓,2026-04-23,20:54,20,周四,工作日,晚上,酒店,任意,稍高,104,上升,325,一般,,10,,多云,165,室内柔光,62,普通,耳机,wifi,,,,,,1550,切歌,,,0.629,False,,人群专属,胎教,10,0.92,周四 晚上 20:54，地点类型=酒店，运动状态=任意，心率=稍高，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00237,user_21,32,男性,养宠物,陪伴和放松,2026-04-23,15:03,15,周四,工作日,下午,任意,静止,稍高,101,下降,,,1,,37,晴,588,明亮,37,安静,耳机,wifi,,,,,,7024,切歌,,,0.872,False,,图书馆/专注/阅读,专注,5,0.92,周四 下午 15:03，地点类型=任意，运动状态=静止，心率=稍高，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,0,noisy_mapping,0.10,1,1,available,0,medium
s00077,user_01,19,男性,学生,学习专注,2026-05-24,20:50,20,周日,周末,晚上,任意,任意,静息,71,上升,,,,,,大雪,265,室内柔光,30,安静,耳机,wifi,复习,2026-05-24 20:50,图书馆,复习,,2814,发起导航,,,0.857,False,,图书馆/专注/阅读,图书馆,1,0.87,周日 晚上 20:50，地点类型=任意，运动状态=任意，心率=静息，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=复习，信号完整度=medium,0,1,图书馆,0,noisy_mapping,0.10,0,1,available,0,medium
s00157,user_15,19,男性,学生,学习专注,2026-04-23,08:11,8,周四,工作日,早晨,在途,中速,稍高,85,下降,242,一般,30,16,527,晴,701,明亮,78,嘈杂,耳机,wifi,,,,,,5351,收藏,,,0.283,False,,通勤,通勤,3,0.92,周四 早晨 08:11，地点类型=在途，运动状态=中速，心率=稍高，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,在途,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00526,user_04,38,女性,养宠物,陪伴和放松,2026-05-10,13:49,13,周日,周末,中午,商场,静止,静息,77,上升,,,34,,62,晴,343,室内柔光,46,普通,耳机,wifi,,,,,,2120,切歌,,,0.94,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周日 中午 13:49，地点类型=商场，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,写字楼,1,noisy_mapping,0.35,1,1,available,0,rich
s00623,user_11,25,女性,女性,情绪和身体舒缓,2026-05-23,19:14,19,周六,周末,晚上,餐厅,静止,稍高,85,上升,,,60,,12,晴,342,室内柔光,34,安静,耳机,蜂窝数据,,,,,,3938,切歌,,,0.317,False,,瑜伽/冥想,瑜伽,15,0.92,周六 晚上 19:14，地点类型=餐厅，运动状态=静止，心率=稍高，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,商场,1,noisy_mapping,0.35,1,1,available,0,rich
s00585,user_04,28,男性,养宠物,陪伴和放松,2026-05-02,19:24,19,周六,周末,晚上,公园,高速,稍高,90,稳定,,,53,,1721,小雨,4902,强光,54,普通,耳机,蜂窝数据,,,,,运动记录开始,2712,收藏,,,0.688,False,,健身/跑步,跑步,14,0.92,周六 晚上 19:24，地点类型=公园，运动状态=高速，心率=稍高，天气=小雨，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，后续事件=运动记录开始，信号完整度=rich,1,0,公园,1,exact_or_good_mapping,0.85,1,1,stale_before_activity,0,rich
s00416,user_24,24,女性,女性,情绪和身体舒缓,2026-05-08,11:10,11,周五,工作日,上午,任意,静止,静息,59,波动,,,32,,5,晴,302,室内柔光,29,安静,耳机,wifi,,,,,,1457,无,,,0.72,False,,人群专属,胎教,10,0.92,周五 上午 11:10，地点类型=任意，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,0,noisy_mapping,0.10,1,1,available,0,medium
s00185,user_22,38,女性,女性,情绪和身体舒缓,2026-05-16,13:34,13,周六,周末,中午,住宅区,任意,波动,88,下降,,,,,,晴,9,暗光,49,普通,耳机,wifi,,,,,,5747,无,,,0.709,False,,游戏,游戏,4,0.92,周六 中午 13:34，地点类型=住宅区，运动状态=任意，心率=波动，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00456,user_23,30,女性,养宠物,陪伴和放松,2026-05-11,21:54,21,周一,工作日,晚上,户外,慢速,任意,,,487,好,8,19,219,多云,1183,明亮,47,普通,家用音响,wifi,,,,,,162,切歌,健身,宠物陪伴,0.366,False,,人群专属,宠物陪伴,11,0.82,周一 晚上 21:54，地点类型=户外，运动状态=慢速，心率=任意，天气=多云，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,户外,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00134,user_20,29,女性,女性,情绪和身体舒缓,2026-05-04,18:11,18,周一,工作日,晚上,机场,慢速,静息,59,波动,296,好,17,12,360,多云,651,明亮,55,普通,车载蓝牙,蜂窝数据,,,,,,1846,发起导航,,,0.809,False,,通勤,通勤,3,0.92,周一 晚上 18:11，地点类型=机场，运动状态=慢速，心率=静息，天气=多云，光线=明亮，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据，信号完整度=rich,0,0,机场,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00491,user_17,30,女性,女性,情绪和身体舒缓,2026-05-07,09:05,9,周四,工作日,上午,住宅区,静止,任意,,,522,差,14,17,33,小雨,31,暗光,43,安静,耳机,wifi,,,,,,2737,调低音量,,,0.717,False,,人群专属,经期舒缓,12,0.92,周四 上午 09:05，地点类型=住宅区，运动状态=静止，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00555,user_03,27,女性,任意,日常音乐推荐,2026-05-02,12:23,12,周六,周末,中午,写字楼,静止,静息,68,下降,,,32,,8,大雪,109,室内柔光,45,安静,家用音响,wifi,,,,,,138,收藏,游戏,睡午觉,0.794,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.82,周六 中午 12:23，地点类型=写字楼，运动状态=静止，心率=静息，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,0,rich
s00621,user_21,26,女性,女性,情绪和身体舒缓,2026-04-21,08:53,8,周二,工作日,早晨,商场,慢速,任意,,,,,81,,223,多云,451,明亮,34,安静,家用音响,蜂窝数据,,,,,,1337,收藏,,,0.859,False,,瑜伽/冥想,瑜伽,15,0.92,周二 早晨 08:53，地点类型=商场，运动状态=慢速，心率=任意，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，信号完整度=medium,0,0,商场,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00531,user_20,20,女性,学生,学习专注,2026-05-07,13:53,13,周四,工作日,中午,住宅区,任意,任意,,,293,一般,,17,,阴,38,暗光,38,安静,家用音响,wifi,,,,,,1748,调低音量,,,0.631,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周四 中午 13:53，地点类型=住宅区，运动状态=任意，心率=任意，天气=阴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00397,user_02,26,女性,母婴用户,家庭睡眠照护,2026-05-04,20:26,20,周一,工作日,晚上,任意,任意,稍高,102,波动,,,,,,晴,315,室内柔光,40,安静,家用音响,蜂窝数据,,,,,,1617,继续播放,,,0.902,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周一 晚上 20:26，地点类型=任意，运动状态=任意，心率=稍高，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，信号完整度=medium,0,0,住宅区,0,noisy_mapping,0.10,0,1,available,0,medium
s00275,user_22,25,女性,母婴用户,家庭睡眠照护,2026-05-08,15:35,15,周五,工作日,下午,住宅区,任意,任意,,,362,一般,,14,,晴,254,室内柔光,36,安静,家用音响,wifi,,,,,,4479,无,,,0.753,False,,图书馆/专注/阅读,阅读,6,0.92,周五 下午 15:35，地点类型=住宅区，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00207,user_22,28,女性,女性,情绪和身体舒缓,2026-04-26,14:22,14,周日,周末,下午,写字楼,静止,稍高,92,波动,,,4,,49,晴,67,室内柔光,60,普通,耳机,wifi,,,,,,2040,继续播放,,,0.435,False,,图书馆/专注/阅读,专注,5,0.92,周日 下午 14:22，地点类型=写字楼，运动状态=静止，心率=稍高，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,写字楼,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00047,user_02,23,女性,女性,情绪和身体舒缓,2026-05-11,15:34,15,周一,工作日,下午,图书馆,任意,静息,69,稳定,503,一般,,22,,晴,445,明亮,42,安静,耳机,wifi,,,,,,4367,无,,,0.617,False,,图书馆/专注/阅读,图书馆,1,0.87,周一 下午 15:34，地点类型=图书馆，运动状态=任意，心率=静息，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,图书馆,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00651,user_18,38,女性,女性,情绪和身体舒缓,2026-05-24,07:17,7,周日,周末,早晨,住宅区,任意,任意,,,,,,,,雾,11,暗光,43,安静,家用音响,蜂窝数据,,,,,,1112,无,,,0.385,False,,瑜伽/冥想,冥想,16,0.92,周日 早晨 07:17，地点类型=住宅区，运动状态=任意，心率=任意，天气=雾，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，信号完整度=medium,0,0,公园,1,noisy_mapping,0.35,0,0,missing,0,medium
s00510,user_11,36,女性,女性,情绪和身体舒缓,2026-05-08,08:25,8,周五,工作日,早晨,酒店,静止,波动,90,上升,334,好,3,13,76,阴,11,暗光,39,安静,耳机,wifi,,,,,健康App经期记录,2952,切歌,,,0.404,False,,人群专属,经期舒缓,12,0.92,周五 早晨 08:25，地点类型=酒店，运动状态=静止，心率=波动，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=健康App经期记录，信号完整度=rich,1,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00011,user_04,35,女性,养宠物,陪伴和放松,2026-05-07,16:37,16,周四,工作日,下午,酒店,静止,任意,,,429,差,22,20,56,多云,339,室内柔光,61,普通,家用音响,wifi,,,,,,687,切歌,,,0.523,False,,放松/减压/深夜EMO,放松,0,0.92,周四 下午 16:37，地点类型=酒店，运动状态=静止，心率=任意，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00649,user_13,28,男性,养宠物,陪伴和放松,2026-05-15,21:24,21,周五,工作日,晚上,住宅区,任意,静息,76,波动,496,差,,21,,多云,24,暗光,33,安静,耳机,wifi,,,,,,1484,继续播放,,,0.883,False,,瑜伽/冥想,冥想,16,0.92,周五 晚上 21:24，地点类型=住宅区，运动状态=任意，心率=静息，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00363,user_05,33,男性,母婴用户,家庭睡眠照护,2026-04-26,12:15,12,周日,周末,中午,住宅区,静止,任意,,,,,15,,61,晴,108,室内柔光,29,安静,家用音响,wifi,,,,,,3530,继续播放,,,0.463,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周日 中午 12:15，地点类型=住宅区，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00602,user_16,22,女性,养宠物,陪伴和放松,2026-04-24,08:52,8,周五,工作日,早晨,公园,慢速,静息,57,下降,289,一般,19,18,527,小雨,83,室内柔光,29,安静,耳机,蜂窝数据,,,,,,2786,继续播放,,,0.792,False,,瑜伽/冥想,瑜伽,15,0.92,周五 早晨 08:52，地点类型=公园，运动状态=慢速，心率=静息，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00060,user_07,22,女性,学生,学习专注,2026-05-03,14:09,14,周日,周末,下午,图书馆,静止,任意,,,,,13,,56,晴,826,明亮,28,安静,耳机,蜂窝数据,,,,,,2021,收藏,,,0.398,False,,图书馆/专注/阅读,图书馆,1,0.87,周日 下午 14:09，地点类型=图书馆，运动状态=静止，心率=任意，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,图书馆,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00071,user_01,29,女性,女性,情绪和身体舒缓,2026-04-24,19:00,19,周五,工作日,晚上,图书馆,任意,任意,,,406,一般,,13,,小雨,1072,明亮,73,嘈杂,耳机,wifi,,,,,,3394,调低音量,,,0.936,True,专注/阅读类场景但噪音偏高,图书馆/专注/阅读,图书馆,1,0.69,周五 晚上 19:00，地点类型=图书馆，运动状态=任意，心率=任意，天气=小雨，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,图书馆,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00277,user_04,26,男性,母婴用户,家庭睡眠照护,2026-05-11,17:03,17,周一,工作日,下午,住宅区,静止,任意,,,,,24,,33,阴,400,明亮,28,安静,耳机,蜂窝数据,,,,,,86,发起导航,经期舒缓,阅读,0.599,False,,图书馆/专注/阅读,阅读,6,0.82,周一 下午 17:03，地点类型=住宅区，运动状态=静止，心率=任意，天气=阴，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00315,user_07,35,女性,女性,情绪和身体舒缓,2026-05-14,23:00,23,周四,工作日,深夜,住宅区,静止,任意,,,297,一般,3,12,15,小雨,36,暗光,39,安静,家用音响,wifi,,,,,,18154,继续播放,,,0.933,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周四 深夜 23:00，地点类型=住宅区，运动状态=静止，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00540,user_21,33,女性,母婴用户,家庭睡眠照护,2026-05-24,12:56,12,周日,周末,中午,酒店,静止,静息,58,上升,,,35,,12,晴,166,室内柔光,42,安静,耳机,wifi,,,,,,2560,调低音量,,,0.809,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周日 中午 12:56，地点类型=酒店，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00299,user_12,22,男性,养宠物,陪伴和放松,2026-05-15,01:20,1,周五,工作日,凌晨,住宅区,静止,静息,66,稳定,,,29,,10,晴,10,暗光,32,安静,家用音响,wifi,,,,,,22108,无,,,0.675,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周五 凌晨 01:20，地点类型=住宅区，运动状态=静止，心率=静息，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00083,user_06,25,女性,母婴用户,家庭睡眠照护,2026-05-04,18:04,18,周一,工作日,晚上,酒店,任意,稍高,92,稳定,,,,,,多云,524,明亮,49,普通,耳机,wifi,,,,,,2359,切歌,,,0.717,False,,健身/跑步,健身,2,0.92,周一 晚上 18:04，地点类型=酒店，运动状态=任意，心率=稍高，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,0,1,stale_before_activity,0,medium
s00590,user_17,30,女性,女性,情绪和身体舒缓,2026-04-28,19:56,19,周二,工作日,晚上,户外,任意,高,147,波动,420,好,,17,,多云,482,明亮,70,嘈杂,耳机,蜂窝数据（弱）,,,,,,905,发起导航,,,0.469,False,,健身/跑步,跑步,14,0.92,周二 晚上 19:56，地点类型=户外，运动状态=任意，心率=高，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据（弱），信号完整度=rich,0,0,户外,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00297,user_23,26,女性,养宠物,陪伴和放松,2026-04-25,00:05,0,周六,周末,凌晨,写字楼,静止,静息,62,上升,544,一般,12,15,19,晴,21,暗光,32,安静,耳机,wifi,,,,,,18150,切歌,,,0.655,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周六 凌晨 00:05，地点类型=写字楼，运动状态=静止，心率=静息，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,1,rich
